time,P,G(i),H_sun,T2m,WS10m,Int
20190803:1210,74370000.0,1037.66,68.69,33.71,2.76,0.0
20190803:1310,72305000.0,1004.27,66.46,34.64,3.1,0.0
20190803:1410,65787000.0,901.67,58.46,35.25,3.45,0.0
20190803:1510,54326000.0,734.04,47.95,35.46,3.66,0.0
20190803:1610,37598000.0,511.4,36.51,35.36,3.79,0.0
20190803:1710,17924000.0,275.28,24.82,34.96,3.79,0.0
20190803:1810,2482000.0,59.22,13.23,34.11,3.66,0.0
20190803:1910,0.0,0.0,0.0,32.76,3.17,0.0
20190803:2010,0.0,0.0,0.0,30.91,2.76,0.0
20190803:2110,0.0,0.0,0.0,29.29,2.41,0.0
20190803:2210,0.0,0.0,0.0,27.79,2.21,0.0
20190803:2310,0.0,0.0,0.0,26.4,1.93,0.0
20190804:0010,0.0,0.0,0.0,24.95,1.72,0.0
20190804:0110,0.0,0.0,0.0,23.56,1.59,0.0
20190804:0210,0.0,0.0,0.0,22.61,1.45,0.0
20190804:0310,0.0,0.0,0.0,21.66,1.45,0.0
20190804:0410,0.0,0.0,0.0,20.79,1.38,0.0
20190804:0510,0.0,0.0,0.0,20.11,1.31,0.0
20190804:0610,1836000.0,40.96,8.37,19.95,1.03,0.0
20190804:0710,16151000.0,238.94,19.85,22.8,0.9,0.0
20190804:0810,36373000.0,479.42,31.54,25.42,1.38,0.0
20190804:0910,52924000.0,704.27,43.13,27.78,1.31,0.0
20190804:1010,64929000.0,888.29,54.12,29.98,1.52,0.0
20190804:1110,70557000.0,982.92,63.41,31.69,1.79,0.0
20190804:1210,73915000.0,1037.24,68.43,33.13,2.21,0.0
20190804:1310,71794000.0,1002.71,66.21,34.25,2.55,0.0
20190804:1410,65022000.0,895.13,58.25,34.96,2.9,0.0
20190804:1510,53936000.0,732.25,47.77,35.34,3.03,0.0
20190804:1610,37130000.0,506.36,36.35,35.25,3.24,0.0
20190804:1710,17745000.0,271.71,24.66,34.77,3.31,0.0
20190804:1810,2769000.0,61.93,13.06,33.89,3.31,0.0
20190804:1910,0.0,0.0,0.0,32.48,2.69,0.0
20190804:2010,0.0,0.0,0.0,30.58,2.28,0.0
20190804:2110,0.0,0.0,0.0,29.05,1.86,0.0
20190804:2210,0.0,0.0,0.0,27.44,1.45,0.0
20190804:2310,0.0,0.0,0.0,25.73,1.45,0.0
20190805:0010,0.0,0.0,0.0,24.49,1.52,0.0
20190805:0110,0.0,0.0,0.0,23.43,1.59,0.0
20190805:0210,0.0,0.0,0.0,22.57,1.52,0.0
20190805:0310,0.0,0.0,0.0,22.13,1.24,0.0
20190805:0410,0.0,0.0,0.0,22.02,1.03,0.0
20190805:0510,0.0,0.0,0.0,21.63,0.97,0.0
20190805:0610,1913000.0,41.93,8.22,21.15,0.9,0.0
20190805:0710,16233000.0,239.44,19.71,22.54,0.55,0.0
20190805:0810,35673000.0,474.45,31.4,25.75,0.62,0.0
20190805:0910,51399000.0,695.54,42.98,28.46,0.48,0.0
20190805:1010,62679000.0,881.49,53.95,30.57,0.34,0.0
20190805:1110,68219000.0,968.9,63.2,32.33,0.97,0.0
20190805:1210,72678000.0,1034.7,68.17,33.85,1.66,0.0
20190805:1310,69987000.0,984.36,65.96,34.94,2.28,0.0
20190805:1410,63566000.0,878.9,58.04,35.73,2.83,0.0
20190805:1510,53587000.0,727.94,47.58,36.03,3.38,0.0
20190805:1610,37246000.0,508.7,36.17,35.96,3.59,0.0
20190805:1710,17811000.0,274.36,24.48,35.41,3.66,0.0
20190805:1810,2687000.0,60.81,12.88,34.51,3.52,0.0
20190805:1910,0.0,0.0,0.0,33.15,2.83,0.0
20190805:2010,0.0,0.0,0.0,31.13,2.21,0.0
20190805:2110,0.0,0.0,0.0,29.54,1.79,0.0
20190805:2210,0.0,0.0,0.0,27.88,1.79,0.0
20190805:2310,0.0,0.0,0.0,26.16,1.79,0.0
20190806:0010,0.0,0.0,0.0,24.66,1.72,0.0
20190806:0110,0.0,0.0,0.0,23.42,1.72,0.0
20190806:0210,0.0,0.0,0.0,22.41,1.66,0.0
20190806:0310,0.0,0.0,0.0,21.62,1.52,0.0
20190806:0410,0.0,0.0,0.0,20.96,1.31,0.0
20190806:0510,0.0,0.0,0.0,20.25,1.24,0.0
20190806:0610,1408000.0,36.14,8.08,20.04,0.97,0.0
20190806:0710,16795000.0,247.96,19.58,22.2,0.62,0.0
20190806:0810,38418000.0,507.46,31.27,25.33,1.24,0.0
20190806:0910,55297000.0,737.58,42.84,27.77,1.38,0.0
20190806:1010,65788000.0,899.4,53.78,30.01,1.72,0.0
20190806:1110,72419000.0,1005.84,62.98,31.98,2.28,0.0
20190806:1210,76829000.0,1072.15,67.9,33.7,3.03,0.0
20190806:1310,73659000.0,1020.15,65.7,34.8,3.59,0.0
20190806:1410,67639000.0,926.01,57.82,35.38,3.86,0.0
20190806:1510,51864000.0,699.77,47.39,35.62,4.0,0.0
20190806:1610,38545000.0,523.73,35.99,35.56,4.21,0.0
20190806:1710,18211000.0,278.31,24.31,34.96,4.34,0.0
20190806:1810,2778000.0,61.74,12.7,33.89,4.07,0.0
20190806:1910,0.0,0.0,0.0,32.65,2.76,0.0
20190806:2010,0.0,0.0,0.0,30.58,2.21,0.0
20190806:2110,0.0,0.0,0.0,28.84,2.14,0.0
20190806:2210,0.0,0.0,0.0,27.26,2.07,0.0
20190806:2310,0.0,0.0,0.0,25.89,2.0,0.0
20190807:0010,0.0,0.0,0.0,24.97,2.14,0.0
20190807:0110,0.0,0.0,0.0,24.24,2.28,0.0
20190807:0210,0.0,0.0,0.0,23.55,2.21,0.0
20190807:0310,0.0,0.0,0.0,22.83,2.0,0.0
20190807:0410,0.0,0.0,0.0,22.27,1.72,0.0
20190807:0510,0.0,0.0,0.0,21.49,1.52,0.0
20190807:0610,1536000.0,37.28,7.93,20.8,1.31,0.0
20190807:0710,15982000.0,232.97,19.44,22.13,1.59,0.0
20190807:0810,30498000.0,397.13,31.13,24.01,1.79,0.0
20190807:0910,33643000.0,438.58,42.69,26.18,1.86,0.0
20190807:1010,62919000.0,839.18,53.61,28.18,2.34,0.0
20190807:1110,66755000.0,901.8,62.76,29.96,2.76,0.0
20190807:1210,42144000.0,559.92,67.63,30.95,3.1,0.0
20190807:1310,54074000.0,723.82,65.43,31.14,3.03,0.0
20190807:1410,28125000.0,375.29,57.6,30.91,3.1,0.0
20190807:1510,18665000.0,253.45,47.19,30.12,3.24,0.0
20190807:1610,13836000.0,191.8,35.81,29.16,3.66,0.0
20190807:1710,3624000.0,62.11,24.12,28.51,4.14,0.0
20190807:1810,3161000.0,55.62,12.51,27.32,4.28,0.0
20190807:1910,0.0,0.0,0.0,26.04,3.38,0.0
20190807:2010,0.0,0.0,0.0,24.96,2.69,0.0
20190807:2110,0.0,0.0,0.0,24.09,2.21,0.0
20190807:2210,0.0,0.0,0.0,23.11,1.86,0.0
20190807:2310,0.0,0.0,0.0,22.41,1.93,0.0
20190808:0010,0.0,0.0,0.0,21.64,1.86,0.0
20190808:0110,0.0,0.0,0.0,21.05,1.66,0.0
20190808:0210,0.0,0.0,0.0,20.39,1.38,0.0
20190808:0310,0.0,0.0,0.0,20.08,0.9,0.0
20190808:0410,0.0,0.0,0.0,20.3,0.34,0.0
20190808:0510,0.0,0.0,0.0,20.15,0.14,0.0
20190808:0610,1728000.0,39.19,7.78,19.95,0.07,0.0
20190808:0710,15984000.0,235.77,19.29,21.23,0.21,0.0
20190808:0810,35758000.0,471.19,30.99,23.85,0.55,0.0
20190808:0910,51845000.0,694.12,42.54,26.3,0.41,0.0
20190808:1010,62592000.0,860.77,53.43,28.43,0.69,0.0
20190808:1110,69871000.0,974.79,62.54,30.39,1.31,0.0
20190808:1210,73317000.0,1028.44,67.36,32.09,1.86,0.0
20190808:1310,71461000.0,993.92,65.16,33.47,2.48,0.0
20190808:1410,64683000.0,886.32,57.36,34.44,2.97,0.0
20190808:1510,53300000.0,719.14,46.99,34.97,3.38,0.0
20190808:1610,37028000.0,502.81,35.62,35.01,3.72,0.0
20190808:1710,17351000.0,268.18,23.94,34.58,3.79,0.0
20190808:1810,2240000.0,53.87,12.32,33.67,3.66,0.0
20190808:1910,0.0,0.0,0.0,32.25,2.9,0.0
20190808:2010,0.0,0.0,0.0,30.31,2.48,0.0
20190808:2110,0.0,0.0,0.0,28.8,2.34,0.0
20190808:2210,0.0,0.0,0.0,27.44,2.28,0.0
20190808:2310,0.0,0.0,0.0,26.17,2.21,0.0
20190809:0010,0.0,0.0,0.0,25.0,2.07,0.0
20190809:0110,0.0,0.0,0.0,23.93,2.14,0.0
20190809:0210,0.0,0.0,0.0,22.92,2.0,0.0
20190809:0310,0.0,0.0,0.0,21.92,1.72,0.0
20190809:0410,0.0,0.0,0.0,20.99,1.59,0.0
20190809:0510,0.0,0.0,0.0,20.22,1.59,0.0
20190809:0610,1682000.0,38.54,7.63,19.82,1.45,0.0
20190809:0710,16099000.0,236.95,19.15,21.62,1.45,0.0
20190809:0810,36232000.0,471.5,30.85,23.57,1.66,0.0
20190809:0910,53880000.0,700.14,42.39,25.83,2.34,0.0
20190809:1010,65687000.0,868.29,53.25,27.79,2.97,0.0
20190809:1110,71577000.0,960.87,62.31,29.41,3.31,0.0
20190809:1210,75986000.0,1031.54,67.08,30.73,3.52,0.0
